match_id,team1_comp,team2_comp,match_win,map_win
10226,"['D.Va', 'Doomfist', 'Genji', 'Junkrat', 'Lúcio', 'Mercy', 'Soldier: 76', 'Sombra', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Genji', 'Junkrat', 'Mercy', 'Orisa', 'Reaper', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose
10226,"['D.Va', 'Genji', 'Junkrat', 'Mercy', 'Orisa', 'Reaper', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Doomfist', 'Genji', 'Junkrat', 'Lúcio', 'Mercy', 'Soldier: 76', 'Sombra', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,win
10227,"['D.Va', 'Doomfist', 'Genji', 'Junkrat', 'Mercy', 'Pharah', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Genji', 'Lúcio', 'Mercy', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose
10227,"['D.Va', 'Genji', 'Lúcio', 'Mercy', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Doomfist', 'Genji', 'Junkrat', 'Mercy', 'Pharah', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,win
10227,"['D.Va', 'Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Orisa', 'Tracer', 'Winston', 'Zenyatta']","['D.Va', 'Genji', 'Junkrat', 'McCree', 'Mercy', 'Pharah', 'Reinhardt', 'Soldier: 76', 'Tracer', 'Winston', 'Zarya', 'Zenyatta']",win,lose
10227,"['D.Va', 'Genji', 'Junkrat', 'McCree', 'Mercy', 'Pharah', 'Reinhardt', 'Soldier: 76', 'Tracer', 'Winston', 'Zarya', 'Zenyatta']","['D.Va', 'Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Orisa', 'Tracer', 'Winston', 'Zenyatta']",lose,win
10227,"['D.Va', 'Junkrat', 'McCree', 'Mercy', 'Orisa', 'Pharah', 'Roadhog', 'Soldier: 76', 'Sombra', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['Ana', 'D.Va', 'Genji', 'Lúcio', 'McCree', 'Mercy', 'Moira', 'Orisa', 'Sombra', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,lose
10227,"['Ana', 'D.Va', 'Genji', 'Lúcio', 'McCree', 'Mercy', 'Moira', 'Orisa', 'Sombra', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Junkrat', 'McCree', 'Mercy', 'Orisa', 'Pharah', 'Roadhog', 'Soldier: 76', 'Sombra', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,win
10227,"['D.Va', 'Genji', 'Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Moira', 'Reinhardt', 'Tracer', 'Winston', 'Zarya', 'Zenyatta']","['D.Va', 'Genji', 'Lúcio', 'McCree', 'Mercy', 'Reinhardt', 'Tracer', 'Winston', 'Zarya', 'Zenyatta']",lose,lose
10227,"['D.Va', 'Genji', 'Lúcio', 'McCree', 'Mercy', 'Reinhardt', 'Tracer', 'Winston', 'Zarya', 'Zenyatta']","['D.Va', 'Genji', 'Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Moira', 'Reinhardt', 'Tracer', 'Winston', 'Zarya', 'Zenyatta']",win,win
10227,"['D.Va', 'Lúcio', 'Mercy', 'Pharah', 'Tracer', 'Winston']","['D.Va', 'Lúcio', 'Mercy', 'Pharah', 'Tracer', 'Winston']",lose,lose
10227,"['D.Va', 'Lúcio', 'Mercy', 'Pharah', 'Tracer', 'Winston']","['D.Va', 'Lúcio', 'Mercy', 'Pharah', 'Tracer', 'Winston']",win,win
10228,"['D.Va', 'Genji', 'McCree', 'Mercy', 'Soldier: 76', 'Tracer', 'Winston', 'Zenyatta']","['D.Va', 'Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Moira', 'Orisa', 'Roadhog', 'Soldier: 76', 'Sombra', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,lose
10228,"['D.Va', 'Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Moira', 'Orisa', 'Roadhog', 'Soldier: 76', 'Sombra', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Genji', 'McCree', 'Mercy', 'Soldier: 76', 'Tracer', 'Winston', 'Zenyatta']",lose,win
10228,"['D.Va', 'Lúcio', 'McCree', 'Mercy', 'Pharah', 'Tracer', 'Winston', 'Zenyatta']","['D.Va', 'Lúcio', 'McCree', 'Mercy', 'Tracer', 'Winston', 'Zenyatta']",lose,lose
10228,"['D.Va', 'Lúcio', 'McCree', 'Mercy', 'Tracer', 'Winston', 'Zenyatta']","['D.Va', 'Lúcio', 'McCree', 'Mercy', 'Pharah', 'Tracer', 'Winston', 'Zenyatta']",win,win
10228,"['Bastion', 'D.Va', 'Genji', 'Hanzo', 'Junkrat', 'Lúcio', 'Mercy', 'Orisa', 'Roadhog', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['Bastion', 'D.Va', 'Hanzo', 'Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Orisa', 'Roadhog', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose
10228,"['Bastion', 'D.Va', 'Hanzo', 'Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Orisa', 'Roadhog', 'Widowmaker', 'Winston', 'Zenyatta']","['Bastion', 'D.Va', 'Genji', 'Hanzo', 'Junkrat', 'Lúcio', 'Mercy', 'Orisa', 'Roadhog', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,win
10228,"['Ana', 'D.Va', 'Genji', 'Lúcio', 'McCree', 'Mercy', 'Soldier: 76', 'Tracer', 'Winston', 'Zenyatta']","['D.Va', 'Junkrat', 'McCree', 'Mercy', 'Pharah', 'Soldier: 76', 'Tracer', 'Winston', 'Zenyatta']",lose,lose
10228,"['D.Va', 'Junkrat', 'McCree', 'Mercy', 'Pharah', 'Soldier: 76', 'Tracer', 'Winston', 'Zenyatta']","['Ana', 'D.Va', 'Genji', 'Lúcio', 'McCree', 'Mercy', 'Soldier: 76', 'Tracer', 'Winston', 'Zenyatta']",win,win
10229,"['D.Va', 'Junkrat', 'Lúcio', 'Mei', 'Mercy', 'Moira', 'Orisa', 'Reinhardt', 'Roadhog', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zarya', 'Zenyatta']","['Ana', 'Bastion', 'D.Va', 'Doomfist', 'Genji', 'Mei', 'Mercy', 'Orisa', 'Pharah', 'Reaper', 'Roadhog', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose
10229,"['Ana', 'Bastion', 'D.Va', 'Doomfist', 'Genji', 'Mei', 'Mercy', 'Orisa', 'Pharah', 'Reaper', 'Roadhog', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Junkrat', 'Lúcio', 'Mei', 'Mercy', 'Moira', 'Orisa', 'Reinhardt', 'Roadhog', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zarya', 'Zenyatta']",lose,win
10229,"['D.Va', 'Genji', 'Lúcio', 'Mercy', 'Pharah', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Lúcio', 'Mercy', 'Pharah', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose
10229,"['D.Va', 'Lúcio', 'Mercy', 'Pharah', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Genji', 'Lúcio', 'Mercy', 'Pharah', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,win
10229,"['Bastion', 'D.Va', 'Genji', 'Hanzo', 'Junkrat', 'Lúcio', 'Mercy', 'Moira', 'Orisa', 'Roadhog', 'Tracer', 'Widowmaker', 'Winston', 'Zarya', 'Zenyatta']","['Bastion', 'D.Va', 'Doomfist', 'Genji', 'Hanzo', 'Junkrat', 'Mercy', 'Orisa', 'Reaper', 'Reinhardt', 'Roadhog', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose
10229,"['Bastion', 'D.Va', 'Doomfist', 'Genji', 'Hanzo', 'Junkrat', 'Mercy', 'Orisa', 'Reaper', 'Reinhardt', 'Roadhog', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['Bastion', 'D.Va', 'Genji', 'Hanzo', 'Junkrat', 'Lúcio', 'Mercy', 'Moira', 'Orisa', 'Roadhog', 'Tracer', 'Widowmaker', 'Winston', 'Zarya', 'Zenyatta']",win,win
10229,"['D.Va', 'Genji', 'Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Soldier: 76', 'Sombra', 'Torbjörn', 'Tracer', 'Widowmaker', 'Winston', 'Zarya', 'Zenyatta']","['D.Va', 'Genji', 'Lúcio', 'Mercy', 'Pharah', 'Soldier: 76', 'Tracer', 'Winston', 'Zenyatta']",lose,lose
10229,"['D.Va', 'Genji', 'Lúcio', 'Mercy', 'Pharah', 'Soldier: 76', 'Tracer', 'Winston', 'Zenyatta']","['D.Va', 'Genji', 'Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Soldier: 76', 'Sombra', 'Torbjörn', 'Tracer', 'Widowmaker', 'Winston', 'Zarya', 'Zenyatta']",win,win
10230,"['Ana', 'D.Va', 'Genji', 'Hanzo', 'Mercy', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['Ana', 'D.Va', 'Hanzo', 'Junkrat', 'McCree', 'Mercy', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,win
10230,"['Ana', 'D.Va', 'Hanzo', 'Junkrat', 'McCree', 'Mercy', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['Ana', 'D.Va', 'Genji', 'Hanzo', 'Mercy', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose
10230,"['D.Va', 'Genji', 'Lúcio', 'Mercy', 'Pharah', 'Soldier: 76', 'Tracer', 'Winston', 'Zenyatta']","['D.Va', 'Doomfist', 'Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Orisa', 'Pharah', 'Reinhardt', 'Roadhog', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,win
10230,"['D.Va', 'Doomfist', 'Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Orisa', 'Pharah', 'Reinhardt', 'Roadhog', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Genji', 'Lúcio', 'Mercy', 'Pharah', 'Soldier: 76', 'Tracer', 'Winston', 'Zenyatta']",lose,lose
10230,"['Lúcio', 'McCree', 'Moira', 'Reinhardt', 'Roadhog', 'Tracer', 'Zarya']","['Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Moira', 'Orisa', 'Reaper', 'Reinhardt', 'Roadhog', 'Soldier: 76', 'Tracer', 'Winston', 'Zarya', 'Zenyatta']",win,win
10230,"['Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Moira', 'Orisa', 'Reaper', 'Reinhardt', 'Roadhog', 'Soldier: 76', 'Tracer', 'Winston', 'Zarya', 'Zenyatta']","['Lúcio', 'McCree', 'Moira', 'Reinhardt', 'Roadhog', 'Tracer', 'Zarya']",lose,lose
10230,"['Ana', 'D.Va', 'Genji', 'Lúcio', 'McCree', 'Mei', 'Mercy', 'Reaper', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Doomfist', 'Junkrat', 'Lúcio', 'Mercy', 'Pharah', 'Reaper', 'Reinhardt', 'Sombra', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,win
10230,"['D.Va', 'Doomfist', 'Junkrat', 'Lúcio', 'Mercy', 'Pharah', 'Reaper', 'Reinhardt', 'Sombra', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['Ana', 'D.Va', 'Genji', 'Lúcio', 'McCree', 'Mei', 'Mercy', 'Reaper', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose
10231,"['D.Va', 'Genji', 'Junkrat', 'Lúcio', 'Mercy', 'Moira', 'Orisa', 'Roadhog', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['Ana', 'D.Va', 'Junkrat', 'Lúcio', 'Mercy', 'Moira', 'Orisa', 'Sombra', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,win
10231,"['Ana', 'D.Va', 'Junkrat', 'Lúcio', 'Mercy', 'Moira', 'Orisa', 'Sombra', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Genji', 'Junkrat', 'Lúcio', 'Mercy', 'Moira', 'Orisa', 'Roadhog', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,lose
10231,"['D.Va', 'Lúcio', 'Mercy', 'Pharah', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Lúcio', 'McCree', 'Mercy', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,win
10231,"['D.Va', 'Lúcio', 'McCree', 'Mercy', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Lúcio', 'Mercy', 'Pharah', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose
10231,"['Bastion', 'D.Va', 'Genji', 'Hanzo', 'Junkrat', 'Lúcio', 'Mercy', 'Orisa', 'Roadhog', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['Bastion', 'D.Va', 'Junkrat', 'McCree', 'Mercy', 'Orisa', 'Roadhog', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,win
10231,"['Bastion', 'D.Va', 'Junkrat', 'McCree', 'Mercy', 'Orisa', 'Roadhog', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['Bastion', 'D.Va', 'Genji', 'Hanzo', 'Junkrat', 'Lúcio', 'Mercy', 'Orisa', 'Roadhog', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose
10231,"['Ana', 'D.Va', 'Mercy', 'Pharah', 'Soldier: 76', 'Tracer', 'Winston', 'Zenyatta']","['Ana', 'D.Va', 'Mercy', 'Pharah', 'Soldier: 76', 'Tracer', 'Winston', 'Zenyatta']",win,win
10231,"['Ana', 'D.Va', 'Mercy', 'Pharah', 'Soldier: 76', 'Tracer', 'Winston', 'Zenyatta']","['Ana', 'D.Va', 'Mercy', 'Pharah', 'Soldier: 76', 'Tracer', 'Winston', 'Zenyatta']",lose,lose
10232,"['D.Va', 'Genji', 'Junkrat', 'Lúcio', 'Mercy', 'Moira', 'Orisa', 'Reinhardt', 'Roadhog', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zarya', 'Zenyatta']","['D.Va', 'Genji', 'Junkrat', 'Lúcio', 'Mercy', 'Moira', 'Orisa', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,win
10232,"['D.Va', 'Genji', 'Junkrat', 'Lúcio', 'Mercy', 'Moira', 'Orisa', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Genji', 'Junkrat', 'Lúcio', 'Mercy', 'Moira', 'Orisa', 'Reinhardt', 'Roadhog', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zarya', 'Zenyatta']",lose,lose
10232,"['D.Va', 'Lúcio', 'McCree', 'Mercy', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Lúcio', 'Mercy', 'Pharah', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,win
10232,"['D.Va', 'Lúcio', 'Mercy', 'Pharah', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['D.Va', 'Lúcio', 'McCree', 'Mercy', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose
10232,"['Ana', 'D.Va', 'Genji', 'Hanzo', 'Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Moira', 'Reaper', 'Reinhardt', 'Roadhog', 'Tracer', 'Widowmaker', 'Winston', 'Zarya', 'Zenyatta']","['D.Va', 'Genji', 'Junkrat', 'McCree', 'Mercy', 'Moira', 'Reinhardt', 'Roadhog', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,win
10232,"['D.Va', 'Genji', 'Junkrat', 'McCree', 'Mercy', 'Moira', 'Reinhardt', 'Roadhog', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']","['Ana', 'D.Va', 'Genji', 'Hanzo', 'Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Moira', 'Reaper', 'Reinhardt', 'Roadhog', 'Tracer', 'Widowmaker', 'Winston', 'Zarya', 'Zenyatta']",lose,lose
10232,"['Ana', 'D.Va', 'Genji', 'Hanzo', 'Mercy', 'Moira', 'Soldier: 76', 'Tracer', 'Winston', 'Zenyatta']","['Ana', 'D.Va', 'Doomfist', 'Genji', 'Lúcio', 'Mercy', 'Moira', 'Soldier: 76', 'Tracer', 'Winston', 'Zenyatta']",win,win
