match_id,map_name,team_name,team_comp,match_win,map_win,year
10224,Temple of Anubis,Shanghai Dragons,"['D.Va', 'Doomfist', 'Junkrat', 'McCree', 'Mercy', 'Orisa', 'Reaper', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose,2018.0
10225,Ilios,Dallas Fuel,"['D.Va', 'Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Orisa', 'Roadhog', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose,2018.0
10225,Ilios,Seoul Dynasty,"['D.Va', 'Lúcio', 'Mercy', 'Pharah', 'Sombra', 'Tracer', 'Winston']",win,win,2018.0
10225,Junkertown,Dallas Fuel,"['Bastion', 'D.Va', 'Hanzo', 'Junkrat', 'McCree', 'Mercy', 'Orisa', 'Pharah', 'Reaper', 'Roadhog', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Zenyatta']",win,lose,2018.0
10225,Junkertown,Seoul Dynasty,"['Ana', 'D.Va', 'Hanzo', 'Junkrat', 'Lúcio', 'Mercy', 'Reaper', 'Reinhardt', 'Roadhog', 'Soldier: 76', 'Sombra', 'Tracer', 'Widowmaker', 'Winston', 'Zarya', 'Zenyatta']",lose,win,2018.0
10225,Numbani,Dallas Fuel,"['D.Va', 'Lúcio', 'McCree', 'Mercy', 'Reinhardt', 'Soldier: 76', 'Torbjörn', 'Tracer', 'Widowmaker', 'Winston', 'Zarya', 'Zenyatta']",lose,lose,2018.0
10225,Numbani,Seoul Dynasty,"['Ana', 'D.Va', 'Doomfist', 'Genji', 'Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Pharah', 'Reaper', 'Reinhardt', 'Soldier: 76', 'Sombra', 'Tracer', 'Widowmaker', 'Winston', 'Zarya', 'Zenyatta']",lose,win,2018.0
10225,Temple of Anubis,Dallas Fuel,"['Ana', 'D.Va', 'Genji', 'Junkrat', 'Lúcio', 'Mei', 'Mercy', 'Orisa', 'Reaper', 'Roadhog', 'Soldier: 76', 'Sombra', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose,2018.0
10225,Temple of Anubis,Seoul Dynasty,"['Ana', 'D.Va', 'Doomfist', 'Genji', 'Lúcio', 'Mei', 'Mercy', 'Orisa', 'Reaper', 'Sombra', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,win,2018.0
10226,Dorado,Florida Mayhem,"['Ana', 'D.Va', 'Hanzo', 'Mercy', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,lose,2018.0
10226,Dorado,London Spitfire,"['D.Va', 'Genji', 'Junkrat', 'Mercy', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,win,2018.0
10226,Numbani,Florida Mayhem,"['Ana', 'D.Va', 'Doomfist', 'Mercy', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose,2018.0
10226,Numbani,London Spitfire,"['Ana', 'D.Va', 'Genji', 'McCree', 'Mercy', 'Soldier: 76', 'Tracer', 'Winston', 'Zenyatta']",win,win,2018.0
10226,Oasis,Florida Mayhem,"['D.Va', 'Doomfist', 'Genji', 'Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Moira', 'Orisa', 'Reaper', 'Roadhog', 'Soldier: 76', 'Tracer', 'Winston', 'Zenyatta']",lose,lose,2018.0
10226,Oasis,London Spitfire,"['Ana', 'D.Va', 'Genji', 'Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Moira', 'Reinhardt', 'Roadhog', 'Tracer', 'Winston', 'Zarya', 'Zenyatta']",win,win,2018.0
10226,Temple of Anubis,Florida Mayhem,"['D.Va', 'Doomfist', 'Genji', 'Junkrat', 'Lúcio', 'Mercy', 'Soldier: 76', 'Sombra', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose,2018.0
10226,Temple of Anubis,London Spitfire,"['D.Va', 'Genji', 'Junkrat', 'Mercy', 'Orisa', 'Reaper', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,win,2018.0
10227,Dorado,Houston Outlaws,"['D.Va', 'Doomfist', 'Genji', 'Junkrat', 'Mercy', 'Pharah', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose,2018.0
10227,Dorado,Philadelphia Fusion,"['D.Va', 'Genji', 'Lúcio', 'Mercy', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,win,2018.0
10227,Eichenwalde,Houston Outlaws,"['D.Va', 'Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Orisa', 'Tracer', 'Winston', 'Zenyatta']",win,lose,2018.0
10227,Eichenwalde,Philadelphia Fusion,"['D.Va', 'Genji', 'Junkrat', 'McCree', 'Mercy', 'Pharah', 'Reinhardt', 'Soldier: 76', 'Tracer', 'Winston', 'Zarya', 'Zenyatta']",lose,win,2018.0
10227,Horizon Lunar Colony,Houston Outlaws,"['D.Va', 'Junkrat', 'McCree', 'Mercy', 'Orisa', 'Pharah', 'Roadhog', 'Soldier: 76', 'Sombra', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,lose,2018.0
10227,Horizon Lunar Colony,Philadelphia Fusion,"['Ana', 'D.Va', 'Genji', 'Lúcio', 'McCree', 'Mercy', 'Moira', 'Orisa', 'Sombra', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,win,2018.0
10227,Lijiang Tower,Houston Outlaws,"['D.Va', 'Genji', 'Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Moira', 'Reinhardt', 'Tracer', 'Winston', 'Zarya', 'Zenyatta']",lose,lose,2018.0
10227,Lijiang Tower,Philadelphia Fusion,"['D.Va', 'Genji', 'Lúcio', 'McCree', 'Mercy', 'Reinhardt', 'Tracer', 'Winston', 'Zarya', 'Zenyatta']",win,win,2018.0
10227,Oasis,Houston Outlaws,"['D.Va', 'Lúcio', 'Mercy', 'Pharah', 'Tracer', 'Winston']",lose,lose,2018.0
10227,Oasis,Philadelphia Fusion,"['D.Va', 'Lúcio', 'Mercy', 'Pharah', 'Tracer', 'Winston']",win,win,2018.0
10228,Horizon Lunar Colony,Boston Uprising,"['D.Va', 'Genji', 'McCree', 'Mercy', 'Soldier: 76', 'Tracer', 'Winston', 'Zenyatta']",win,lose,2018.0
10228,Horizon Lunar Colony,New York Excelsior,"['D.Va', 'Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Moira', 'Orisa', 'Roadhog', 'Soldier: 76', 'Sombra', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,win,2018.0
10228,Ilios,Boston Uprising,"['D.Va', 'Lúcio', 'McCree', 'Mercy', 'Pharah', 'Tracer', 'Winston', 'Zenyatta']",lose,lose,2018.0
10228,Ilios,New York Excelsior,"['D.Va', 'Lúcio', 'McCree', 'Mercy', 'Tracer', 'Winston', 'Zenyatta']",win,win,2018.0
10228,Junkertown,Boston Uprising,"['Bastion', 'D.Va', 'Genji', 'Hanzo', 'Junkrat', 'Lúcio', 'Mercy', 'Orisa', 'Roadhog', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose,2018.0
10228,Junkertown,New York Excelsior,"['Bastion', 'D.Va', 'Hanzo', 'Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Orisa', 'Roadhog', 'Widowmaker', 'Winston', 'Zenyatta']",win,win,2018.0
10228,Numbani,Boston Uprising,"['Ana', 'D.Va', 'Genji', 'Lúcio', 'McCree', 'Mercy', 'Soldier: 76', 'Tracer', 'Winston', 'Zenyatta']",lose,lose,2018.0
10228,Numbani,New York Excelsior,"['D.Va', 'Junkrat', 'McCree', 'Mercy', 'Pharah', 'Soldier: 76', 'Tracer', 'Winston', 'Zenyatta']",win,win,2018.0
10229,Horizon Lunar Colony,Dallas Fuel,"['D.Va', 'Junkrat', 'Lúcio', 'Mei', 'Mercy', 'Moira', 'Orisa', 'Reinhardt', 'Roadhog', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zarya', 'Zenyatta']",lose,lose,2018.0
10229,Horizon Lunar Colony,Los Angeles Valiant,"['Ana', 'Bastion', 'D.Va', 'Doomfist', 'Genji', 'Mei', 'Mercy', 'Orisa', 'Pharah', 'Reaper', 'Roadhog', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,win,2018.0
10229,Ilios,Dallas Fuel,"['D.Va', 'Genji', 'Lúcio', 'Mercy', 'Pharah', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose,2018.0
10229,Ilios,Los Angeles Valiant,"['D.Va', 'Lúcio', 'Mercy', 'Pharah', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,win,2018.0
10229,Junkertown,Dallas Fuel,"['Bastion', 'D.Va', 'Genji', 'Hanzo', 'Junkrat', 'Lúcio', 'Mercy', 'Moira', 'Orisa', 'Roadhog', 'Tracer', 'Widowmaker', 'Winston', 'Zarya', 'Zenyatta']",lose,lose,2018.0
10229,Junkertown,Los Angeles Valiant,"['Bastion', 'D.Va', 'Doomfist', 'Genji', 'Hanzo', 'Junkrat', 'Mercy', 'Orisa', 'Reaper', 'Reinhardt', 'Roadhog', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,win,2018.0
10229,Numbani,Dallas Fuel,"['D.Va', 'Genji', 'Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Soldier: 76', 'Sombra', 'Torbjörn', 'Tracer', 'Widowmaker', 'Winston', 'Zarya', 'Zenyatta']",lose,lose,2018.0
10229,Numbani,Los Angeles Valiant,"['D.Va', 'Genji', 'Lúcio', 'Mercy', 'Pharah', 'Soldier: 76', 'Tracer', 'Winston', 'Zenyatta']",win,win,2018.0
10230,Dorado,Boston Uprising,"['Ana', 'D.Va', 'Genji', 'Hanzo', 'Mercy', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,win,2018.0
10230,Dorado,Florida Mayhem,"['Ana', 'D.Va', 'Hanzo', 'Junkrat', 'McCree', 'Mercy', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose,2018.0
10230,Eichenwalde,Boston Uprising,"['D.Va', 'Genji', 'Lúcio', 'Mercy', 'Pharah', 'Soldier: 76', 'Tracer', 'Winston', 'Zenyatta']",win,win,2018.0
10230,Eichenwalde,Florida Mayhem,"['D.Va', 'Doomfist', 'Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Orisa', 'Pharah', 'Reinhardt', 'Roadhog', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose,2018.0
10230,Oasis,Boston Uprising,"['Lúcio', 'McCree', 'Moira', 'Reinhardt', 'Roadhog', 'Tracer', 'Zarya']",win,win,2018.0
10230,Oasis,Florida Mayhem,"['Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Moira', 'Orisa', 'Reaper', 'Reinhardt', 'Roadhog', 'Soldier: 76', 'Tracer', 'Winston', 'Zarya', 'Zenyatta']",lose,lose,2018.0
10230,Temple of Anubis,Boston Uprising,"['Ana', 'D.Va', 'Genji', 'Lúcio', 'McCree', 'Mei', 'Mercy', 'Reaper', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,win,2018.0
10230,Temple of Anubis,Florida Mayhem,"['D.Va', 'Doomfist', 'Junkrat', 'Lúcio', 'Mercy', 'Pharah', 'Reaper', 'Reinhardt', 'Sombra', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose,2018.0
10231,Horizon Lunar Colony,San Francisco Shock,"['D.Va', 'Genji', 'Junkrat', 'Lúcio', 'Mercy', 'Moira', 'Orisa', 'Roadhog', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,win,2018.0
10231,Horizon Lunar Colony,Shanghai Dragons,"['Ana', 'D.Va', 'Junkrat', 'Lúcio', 'Mercy', 'Moira', 'Orisa', 'Sombra', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,lose,2018.0
10231,Ilios,San Francisco Shock,"['D.Va', 'Lúcio', 'Mercy', 'Pharah', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,win,2018.0
10231,Ilios,Shanghai Dragons,"['D.Va', 'Lúcio', 'McCree', 'Mercy', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose,2018.0
10231,Junkertown,San Francisco Shock,"['Bastion', 'D.Va', 'Genji', 'Hanzo', 'Junkrat', 'Lúcio', 'Mercy', 'Orisa', 'Roadhog', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,win,2018.0
10231,Junkertown,Shanghai Dragons,"['Bastion', 'D.Va', 'Junkrat', 'McCree', 'Mercy', 'Orisa', 'Roadhog', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose,2018.0
10231,Numbani,San Francisco Shock,"['Ana', 'D.Va', 'Mercy', 'Pharah', 'Soldier: 76', 'Tracer', 'Winston', 'Zenyatta']",win,win,2018.0
10231,Numbani,Shanghai Dragons,"['Ana', 'D.Va', 'Mercy', 'Pharah', 'Soldier: 76', 'Tracer', 'Winston', 'Zenyatta']",lose,lose,2018.0
10232,Horizon Lunar Colony,London Spitfire,"['D.Va', 'Genji', 'Junkrat', 'Lúcio', 'Mercy', 'Moira', 'Orisa', 'Reinhardt', 'Roadhog', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zarya', 'Zenyatta']",win,win,2018.0
10232,Horizon Lunar Colony,Philadelphia Fusion,"['D.Va', 'Genji', 'Junkrat', 'Lúcio', 'Mercy', 'Moira', 'Orisa', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose,2018.0
10232,Ilios,London Spitfire,"['D.Va', 'Lúcio', 'McCree', 'Mercy', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,win,2018.0
10232,Ilios,Philadelphia Fusion,"['D.Va', 'Lúcio', 'Mercy', 'Pharah', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose,2018.0
10232,Junkertown,London Spitfire,"['Ana', 'D.Va', 'Genji', 'Hanzo', 'Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Moira', 'Reaper', 'Reinhardt', 'Roadhog', 'Tracer', 'Widowmaker', 'Winston', 'Zarya', 'Zenyatta']",win,win,2018.0
10232,Junkertown,Philadelphia Fusion,"['D.Va', 'Genji', 'Junkrat', 'McCree', 'Mercy', 'Moira', 'Reinhardt', 'Roadhog', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose,2018.0
10232,Numbani,London Spitfire,"['Ana', 'D.Va', 'Genji', 'Hanzo', 'Mercy', 'Moira', 'Soldier: 76', 'Tracer', 'Winston', 'Zenyatta']",win,win,2018.0
10232,Numbani,Philadelphia Fusion,"['Ana', 'D.Va', 'Doomfist', 'Genji', 'Lúcio', 'Mercy', 'Moira', 'Soldier: 76', 'Tracer', 'Winston', 'Zenyatta']",lose,lose,2018.0
10233,Ilios,Houston Outlaws,"['D.Va', 'Lúcio', 'McCree', 'Mercy', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose,2018.0
10233,Ilios,New York Excelsior,"['D.Va', 'Lúcio', 'McCree', 'Mercy', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,win,2018.0
10233,Junkertown,Houston Outlaws,"['Bastion', 'D.Va', 'Hanzo', 'Junkrat', 'McCree', 'Mercy', 'Orisa', 'Roadhog', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,lose,2018.0
10233,Junkertown,New York Excelsior,"['Bastion', 'D.Va', 'Genji', 'Hanzo', 'Junkrat', 'McCree', 'Mercy', 'Orisa', 'Roadhog', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,win,2018.0
10233,Numbani,Houston Outlaws,"['Ana', 'D.Va', 'Mercy', 'Pharah', 'Soldier: 76', 'Tracer', 'Winston', 'Zenyatta']",lose,lose,2018.0
10233,Numbani,New York Excelsior,"['D.Va', 'Junkrat', 'McCree', 'Mercy', 'Pharah', 'Soldier: 76', 'Tracer', 'Winston', 'Zenyatta']",win,win,2018.0
10233,Temple of Anubis,Houston Outlaws,"['D.Va', 'Genji', 'Junkrat', 'Mercy', 'Orisa', 'Pharah', 'Reaper', 'Roadhog', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose,2018.0
10233,Temple of Anubis,New York Excelsior,"['D.Va', 'Genji', 'Junkrat', 'Lúcio', 'Mei', 'Mercy', 'Orisa', 'Roadhog', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,win,2018.0
10234,Horizon Lunar Colony,Los Angeles Gladiators,"['Ana', 'D.Va', 'Doomfist', 'Genji', 'Junkrat', 'Lúcio', 'Mei', 'Mercy', 'Moira', 'Reinhardt', 'Roadhog', 'Soldier: 76', 'Tracer', 'Winston', 'Zarya', 'Zenyatta']",lose,lose,2018.0
10234,Horizon Lunar Colony,Seoul Dynasty,"['D.Va', 'Lúcio', 'McCree', 'Mei', 'Mercy', 'Moira', 'Orisa', 'Reaper', 'Soldier: 76', 'Sombra', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,win,2018.0
10234,Ilios,Los Angeles Gladiators,"['D.Va', 'Lúcio', 'Mercy', 'Pharah', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose,2018.0
10234,Ilios,Seoul Dynasty,"['D.Va', 'Lúcio', 'Mercy', 'Pharah', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,win,2018.0
10234,Junkertown,Los Angeles Gladiators,"['D.Va', 'Genji', 'Hanzo', 'Lúcio', 'Mei', 'Mercy', 'Tracer', 'Winston', 'Zenyatta']",lose,lose,2018.0
10234,Junkertown,Seoul Dynasty,"['D.Va', 'Genji', 'Hanzo', 'Junkrat', 'Lúcio', 'McCree', 'Mei', 'Mercy', 'Orisa', 'Roadhog', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,win,2018.0
10234,Numbani,Los Angeles Gladiators,"['Ana', 'D.Va', 'Doomfist', 'Genji', 'Lúcio', 'McCree', 'Mercy', 'Soldier: 76', 'Tracer', 'Winston', 'Zenyatta']",lose,lose,2018.0
10234,Numbani,Seoul Dynasty,"['Ana', 'D.Va', 'Doomfist', 'Genji', 'Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Pharah', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,win,2018.0
10235,Dorado,Philadelphia Fusion,"['D.Va', 'Genji', 'Mercy', 'Tracer', 'Winston', 'Zenyatta']",lose,win,2018.0
10235,Dorado,San Francisco Shock,"['D.Va', 'Genji', 'Junkrat', 'McCree', 'Mercy', 'Moira', 'Orisa', 'Pharah', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,lose,2018.0
10235,Eichenwalde,Philadelphia Fusion,"['D.Va', 'Genji', 'McCree', 'Mercy', 'Orisa', 'Pharah', 'Reinhardt', 'Tracer', 'Widowmaker', 'Winston', 'Zarya', 'Zenyatta']",lose,win,2018.0
10235,Eichenwalde,San Francisco Shock,"['D.Va', 'Junkrat', 'McCree', 'Mercy', 'Orisa', 'Pharah', 'Reinhardt', 'Tracer', 'Widowmaker', 'Winston', 'Zarya', 'Zenyatta']",lose,lose,2018.0
10235,Oasis,Philadelphia Fusion,"['D.Va', 'Genji', 'Lúcio', 'McCree', 'Mercy', 'Pharah', 'Reinhardt', 'Tracer', 'Winston', 'Zarya', 'Zenyatta']",win,win,2018.0
10235,Oasis,San Francisco Shock,"['D.Va', 'Lúcio', 'McCree', 'Mercy', 'Moira', 'Orisa', 'Pharah', 'Reinhardt', 'Roadhog', 'Tracer', 'Winston', 'Zarya', 'Zenyatta']",lose,lose,2018.0
10235,Temple of Anubis,Philadelphia Fusion,"['D.Va', 'Genji', 'Junkrat', 'Mercy', 'Orisa', 'Sombra', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,win,2018.0
10235,Temple of Anubis,San Francisco Shock,"['Ana', 'D.Va', 'Genji', 'Junkrat', 'Lúcio', 'Mercy', 'Moira', 'Orisa', 'Sombra', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose,2018.0
10236,Dorado,Florida Mayhem,"['Ana', 'D.Va', 'Hanzo', 'Mercy', 'Moira', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose,2018.0
10236,Dorado,Seoul Dynasty,"['D.Va', 'Genji', 'Mercy', 'Pharah', 'Soldier: 76', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,win,2018.0
10236,Eichenwalde,Florida Mayhem,"['Ana', 'D.Va', 'Genji', 'Junkrat', 'McCree', 'Mercy', 'Orisa', 'Pharah', 'Reinhardt', 'Roadhog', 'Tracer', 'Widowmaker', 'Winston', 'Zarya', 'Zenyatta']",lose,lose,2018.0
10236,Eichenwalde,Seoul Dynasty,"['Ana', 'D.Va', 'Genji', 'Hanzo', 'McCree', 'Mercy', 'Pharah', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,win,2018.0
10236,Horizon Lunar Colony,Florida Mayhem,"['D.Va', 'Genji', 'Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Orisa', 'Roadhog', 'Soldier: 76', 'Sombra', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose,2018.0
10236,Horizon Lunar Colony,Seoul Dynasty,"['D.Va', 'Genji', 'Junkrat', 'Lúcio', 'Mercy', 'Moira', 'Orisa', 'Sombra', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,win,2018.0
10236,Oasis,Florida Mayhem,"['D.Va', 'Lúcio', 'McCree', 'Mercy', 'Moira', 'Pharah', 'Reinhardt', 'Tracer', 'Winston', 'Zarya', 'Zenyatta']",lose,lose,2018.0
10236,Oasis,Seoul Dynasty,"['D.Va', 'Genji', 'Lúcio', 'Mercy', 'Pharah', 'Reaper', 'Tracer', 'Winston', 'Zenyatta']",win,win,2018.0
10237,Horizon Lunar Colony,Houston Outlaws,"['D.Va', 'Junkrat', 'McCree', 'Mercy', 'Orisa', 'Soldier: 76', 'Sombra', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",win,win,2018.0
10237,Horizon Lunar Colony,Shanghai Dragons,"['Ana', 'D.Va', 'Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Moira', 'Orisa', 'Soldier: 76', 'Sombra', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose,2018.0
10237,Junkertown,Houston Outlaws,"['Bastion', 'D.Va', 'Hanzo', 'Junkrat', 'Mercy', 'Orisa', 'Roadhog', 'Widowmaker']",win,win,2018.0
10237,Junkertown,Shanghai Dragons,"['Bastion', 'D.Va', 'Hanzo', 'Junkrat', 'McCree', 'Mei', 'Mercy', 'Orisa', 'Roadhog', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose,2018.0
10237,Numbani,Houston Outlaws,"['Ana', 'D.Va', 'McCree', 'Mercy', 'Pharah', 'Soldier: 76', 'Tracer', 'Winston', 'Zenyatta']",win,win,2018.0
10237,Numbani,Shanghai Dragons,"['D.Va', 'McCree', 'Mercy', 'Orisa', 'Pharah', 'Soldier: 76', 'Winston', 'Zenyatta']",lose,lose,2018.0
10237,Oasis,Houston Outlaws,"['D.Va', 'Junkrat', 'Lúcio', 'Mercy', 'Pharah', 'Tracer', 'Winston', 'Zenyatta']",win,win,2018.0
10237,Oasis,Shanghai Dragons,"['D.Va', 'Junkrat', 'Lúcio', 'McCree', 'Mercy', 'Moira', 'Orisa', 'Pharah', 'Roadhog', 'Soldier: 76', 'Winston', 'Zarya', 'Zenyatta']",lose,lose,2018.0
10238,Eichenwalde,Dallas Fuel,"['D.Va', 'Junkrat', 'McCree', 'Mercy', 'Orisa', 'Reinhardt', 'Tracer', 'Widowmaker', 'Winston', 'Zenyatta']",lose,lose,2018.0
10238,Eichenwalde,Houston Outlaws,"['D.Va', 'Genji', 'Junkrat', 'McCree', 'Mercy', 'Pharah', 'Soldier: 76', 'Tracer', 'Winston', 'Zenyatta']",win,win,2018.0
10238,Horizon Lunar Colony,Dallas Fuel,"['D.Va', 'Genji', 'Junkrat', 'Mercy', 'Orisa', 'Roadhog', 'Soldier: 76', 'Tracer', 'Winston', 'Zenyatta']",lose,lose,2018.0
